font (NN) -> font
Yes (NNP) -> Yes
Thank (NNP) -> Thank
you (PRP) -> you
Happy (JJ) -> Happy
No (DT) -> No
I (PRP) -> I
annoyed (VBD) -> annoy
No (NNP) -> No
it (PRP) -> it
a (DT) -> a
nickname (JJ) -> nickname
Harold (NNP) -> Harold
Happy (NNP) -> Happy
Hogan (NNP) -> Hogan
He (PRP) -> He
used (VBD) -> use
to (TO) -> to
work (VB) -> work
with (IN) -> with
Tony (NNP) -> Tony
Stark (NNP) -> Stark
but (CC) -> but
then (RB) -> then
he (PRP) -> he
was (VBD) -> be
Could (NNP) -> Could
you (PRP) -> you
just (RB) -> just
stop (VB) -> stop
talking (VBG) -> talk
Basically (NNP) -> Basically
everyone (NN) -> everyone
that (WDT) -> that
knew (VBD) -> know
I (PRP) -> I
was (VBD) -> be
before (RB) -> before
should (MD) -> should
still (RB) -> still
know (VB) -> know
Did (NNP) -> Did
it (PRP) -> it
work (VB) -> work
No (NNP) -> No
You (PRP) -> You
changed (VBD) -> change
my (PRP$) -> my
spell (NN) -> spell
six (CD) -> six
times (NNS) -> time
Five (CD) -> Five
times (NNS) -> time
You (PRP) -> You
changed (VBD) -> change
my (PRP$) -> my
spell (NN) -> spell
You (PRP) -> You
do (VBP) -> do
do (VB) -> do
that (IN) -> that
I (PRP) -> I
told (VBD) -> tell
you (PRP) -> you
And (CC) -> And
that (DT) -> that
is (VBZ) -> be
why (WRB) -> why
That (DT) -> That
spell (NN) -> spell
was (VBD) -> be
out (IN) -> out
of (IN) -> of
control (NN) -> control
If (IN) -> If
I (PRP) -> I
had (VBD) -> have
shut (VBN) -> shut
it (PRP) -> it
down (RP) -> down
something (NN) -> something
catastrophic (JJ) -> catastrophic
could (MD) -> could
have (VB) -> have
happened (VBN) -> happen
Stephen (NNP) -> Stephen
listen (VBP) -> listen
I (PRP) -> I
am (VBP) -> be
so (RB) -> so
Call (JJ) -> Call
me (PRP) -> me
sir (JJ) -> sir
Sorry (NNP) -> Sorry
sir (NN) -> sir
After (IN) -> After
everything (NN) -> everything
we (PRP) -> we
been (VBN) -> be
through (IN) -> through
somehow (NN) -> somehow
I (PRP) -> I
always (RB) -> always
forget (VB) -> forget
you (PRP) -> you
just (RB) -> just
a (DT) -> a
kid (NN) -> kid
Look (NNP) -> Look
Parker (NNP) -> Parker
the (DT) -> the
problem (NN) -> problem
is (VBZ) -> be
not (RB) -> not
Mysterio (NNP) -> Mysterio
It (PRP) -> It
you (PRP) -> you
trying (VBG) -> try
to (TO) -> to
live (VB) -> live
two (CD) -> two
different (JJ) -> different
lives (NNS) -> life
And (CC) -> And
the (DT) -> the
longer (JJR) -> long
you (PRP) -> you
do (VBP) -> do
that (IN) -> that
the (DT) -> the
more (RBR) -> more
dangerous (JJ) -> dangerous
it (PRP) -> it
becomes (VBZ) -> become
Believe (NNP) -> Believe
me (PRP) -> me
I (PRP) -> I
so (RB) -> so
sorry (JJ) -> sorry
about (IN) -> about
you (PRP) -> you
and (CC) -> and
your (PRP$) -> your
friends (NNS) -> friend
not (RB) -> not
getting (VBG) -> get
into (IN) -> into
college (NN) -> college
but (CC) -> but
if (IN) -> if
they (PRP) -> they
rejected (VBD) -> reject
you (PRP) -> you
and (CC) -> and
you (PRP) -> you
tried (VBD) -> try
to (TO) -> to
convince (VB) -> convince
them (PRP) -> them
to (TO) -> to
reconsider (VB) -> reconsider
there (EX) -> there
nothing (NN) -> nothing
else (RB) -> else
you (PRP) -> you
can (MD) -> can
do (VB) -> do
When (WRB) -> When
you (PRP) -> you
say (VBP) -> say
Convince (VB) -> Convince
them (PRP) -> them
you (PRP) -> you
mean (VBP) -> mean
I (PRP) -> I
could (MD) -> could
have (VB) -> have
called (VBN) -> call
them (PRP) -> them
Yeah (VBP) -> Yeah
I (PRP) -> I
could (MD) -> could
do (VB) -> do
that (IN) -> that
You (PRP) -> You
have (VBP) -> have
called (VBN) -> call
the (DT) -> the
I (PRP) -> I
got (VBD) -> get
their (PRP$) -> their
letter (NN) -> letter
I (PRP) -> I
assumed (VBD) -> assume
that (IN) -> that
was (VBD) -> be
I (PRP) -> I
sorry (VBP) -> sorry
Are (VBP) -> Are
you (PRP) -> you
telling (VBG) -> tell
me (PRP) -> me
that (IN) -> that
you (PRP) -> you
did (VBD) -> do
even (RB) -> even
think (VB) -> think
to (TO) -> to
plead (VB) -> plead
your (PRP$) -> your
case (NN) -> case
with (IN) -> with
them (PRP) -> them
first (RB) -> first
before (IN) -> before
you (PRP) -> you
asked (VBD) -> ask
me (PRP) -> me
to (TO) -> to
brainwash (VB) -> brainwash
the (DT) -> the
entire (JJ) -> entire
world (NN) -> world
Well (NNP) -> Well
I (PRP) -> I
mean (VBP) -> mean
when (WRB) -> when
you (PRP) -> you
put (VBP) -> put
it (PRP) -> it
like (IN) -> like
that (DT) -> that
Come (NNP) -> Come
on (IN) -> on
pick (NN) -> pick
up (RP) -> up
pick (NN) -> pick
up (RP) -> up
Dude (NNP) -> Dude
what (WP) -> what
I (PRP) -> I
busy (VBP) -> busy
Flash (NNP) -> Flash
where (WRB) -> where
the (DT) -> the
MIT (NNP) -> MIT
mixer (NN) -> mixer
i (NN) -> i
Why (WRB) -> Why
Because (IN) -> Because
I (PRP) -> I
need (VBP) -> need
to (TO) -> to
talk (VB) -> talk
to (TO) -> to
someone (NN) -> someone
I (PRP) -> I
trying (VBG) -> try
to (TO) -> to
get (VB) -> get
Ned (NNP) -> Ned
and (CC) -> and
MJ (NNP) -> MJ
a (DT) -> a
second (JJ) -> second
chance (NN) -> chance
at (IN) -> at
getting (VBG) -> get
in (IN) -> in
What (WP) -> What
in (IN) -> in
it (PRP) -> it
for (IN) -> for
me (PRP) -> me
i (VBP) -> i
I (PRP) -> I
risking (VBG) -> risk
a (DT) -> a
lot (NN) -> lot
just (RB) -> just
talking (VBG) -> talk
to (TO) -> to
Okay (NNP) -> Okay
I (PRP) -> I
will (MD) -> will
um (VB) -> um
pick (NN) -> pick
you (PRP) -> you
up (IN) -> up
and (CC) -> and
swing (VBG) -> swing
you (PRP) -> you
to (TO) -> to
school (NN) -> school
for (IN) -> for
one (CD) -> one
week (NN) -> week
For (IN) -> For
a (DT) -> a
month (NN) -> month
i (NN) -> i
For (IN) -> For
a (DT) -> a
Two (CD) -> Two
weeks (NNS) -> week
Flash (NNP) -> Flash
please (NN) -> please
Help (NNP) -> Help
me (PRP) -> me
You (PRP) -> You
know (VBP) -> know
what (WP) -> what
I (PRP) -> I
want (VBP) -> want
Okay (JJ) -> Okay
I (PRP) -> I
tell (VBP) -> tell
everyone (NN) -> everyone
you (PRP) -> you
my (PRP$) -> my
best (JJS) -> best
friend (NN) -> friend
i (NN) -> i
Flash (NNP) -> Flash
please (NN) -> please
help (NN) -> help
Cool (NNP) -> Cool
cool (JJ) -> cool
cool (NN) -> cool
i (NN) -> i
There (EX) -> There
the (DT) -> the
assistant (NN) -> assistant
vice (NN) -> vice
i (IN) -> i
You (PRP) -> You
can (MD) -> can
plead (VB) -> plead
your (PRP$) -> your
case (NN) -> case
with (IN) -> with
Perfect (NNP) -> Perfect
Where (NNP) -> Where
is (VBZ) -> be
she (PRP) -> she
She (PRP) -> She
left (VBD) -> leave
To (TO) -> To
go (VB) -> go
where (WRB) -> where
To (TO) -> To
the (DT) -> the
airport (NN) -> airport
i (NN) -> i
Stark (NNP) -> Stark
network (NN) -> network
i (NN) -> i
Facial (NNP) -> Facial
recognition (NN) -> recognition
Hi (NNP) -> Hi
Yeah (NNP) -> Yeah
I (PRP) -> I
can (MD) -> can
see (VB) -> see
you (PRP) -> you
Oh (VB) -> Oh
my (PRP$) -> my
God (NNP) -> God
That (IN) -> That
Peter (NNP) -> Peter
Parker (NNP) -> Parker
Mom (NNP) -> Mom
Mom (NNP) -> Mom
look (VBP) -> look
Mommy (NNP) -> Mommy
No (NNP) -> No
it (PRP) -> it
Peter (NNP) -> Peter
Parker (NNP) -> Parker
Hey (NNP) -> Hey
Okay (NNP) -> Okay
Whew (NNP) -> Whew
Yeah (NNP) -> Yeah
Hi (NNP) -> Hi
I (PRP) -> I
Peter (NNP) -> Peter
Parker (NNP) -> Parker
You (PRP) -> You
do (VBP) -> do
know (VB) -> know
in (IN) -> in
the (DT) -> the
street (NN) -> street
right (JJ) -> right
Yeah (NNP) -> Yeah
I (PRP) -> I
sorry (VBP) -> sorry
I (PRP) -> I
really (RB) -> really
needed (VBD) -> need
to (TO) -> to
talk (VB) -> talk
to (TO) -> to
you (PRP) -> you
and (CC) -> and
I (PRP) -> I
know (VBP) -> know
on (IN) -> on
your (PRP$) -> your
way (NN) -> way
to (TO) -> to
the (DT) -> the
airport (NN) -> airport
MJ (NNP) -> MJ
Watson (NNP) -> Watson
and (CC) -> and
Ned (NNP) -> Ned
Leeds (NNP) -> Leeds
are (VBP) -> be
the (DT) -> the
two (CD) -> two
smartest (JJS) -> smart
people (NNS) -> people
I (PRP) -> I
met (VBD) -> meet
and (CC) -> and
I (PRP) -> I
the (DT) -> the
dumbest (JJS) -> dumb
person (NN) -> person
because (IN) -> because
I (PRP) -> I
let (VBP) -> let
them (PRP) -> them
help (VB) -> help
me (PRP) -> me
but (CC) -> but
if (IN) -> if
I (PRP) -> I
did (VBD) -> do
millions (NNS) -> million
would (MD) -> would
died (VB) -> die
so (RB) -> so
please (JJ) -> please
do (VB) -> do
let (VB) -> let
MIT (NNP) -> MIT
be (VB) -> be
dumb (VBN) -> dumb
like (IN) -> like
me (PRP) -> me
MIT (NNP) -> MIT
is (VBZ) -> be
dumb (JJ) -> dumb
No (NNP) -> No
I (PRP) -> I
saying (VBG) -> say
do (VBP) -> do
let (VB) -> let
MIT (NNP) -> MIT
be (VB) -> be
dumb (JJ) -> dumb
I (PRP) -> I
mean (VBP) -> mean
like (IN) -> like
the (DT) -> the
dumber (NNP) -> dumber
version (NN) -> version
of (IN) -> of
me (PRP) -> me
that (WDT) -> that
would (MD) -> would
have (VB) -> have
let (VB) -> let
them (PRP) -> them
help (VB) -> help
You (PRP) -> You
did (VBD) -> do
rehearse (VB) -> rehearse
that (DT) -> that
did (VBD) -> do
you (PRP) -> you
Peter (NNP) -> Peter
Basically (NNP) -> Basically
what (WP) -> what
I (PRP) -> I
trying (VBG) -> try
to (TO) -> to
Why (WRB) -> Why
are (VBP) -> be
you (PRP) -> you
running (VBG) -> run
Oh (NNP) -> Oh
my (PRP$) -> my
God (NNP) -> God
you (PRP) -> you
should (MD) -> should
get (VB) -> get
out (IN) -> out
of (IN) -> of
the (DT) -> the
car (NN) -> car
Everybody (NN) -> Everybody
get (VB) -> get
off (IN) -> off
the (DT) -> the
bridge (NN) -> bridge
The (DT) -> The
door (NN) -> door
locked (VBD) -> lock
Door (NNP) -> Door
Hey (NNP) -> Hey
Hello (NNP) -> Hello
Peter (NNP) -> Peter
Hi (NNP) -> Hi
Do (NNP) -> Do
we (PRP) -> we
Do (VBP) -> Do
I (PRP) -> I
know (VB) -> know
you (PRP) -> you
What (WP) -> What
have (VBP) -> have
you (PRP) -> you
done (VBN) -> do
with (IN) -> with
my (PRP$) -> my
machine (NN) -> machine
I (PRP) -> I
do (VBP) -> do
know (VB) -> know
what (WP) -> what
talking (VBG) -> talk
about (IN) -> about
What (WP) -> What
machine (NN) -> machine
The (DT) -> The
power (NN) -> power
of (IN) -> of
the (DT) -> the
sun (NN) -> sun
in (IN) -> in
the (DT) -> the
palm (NN) -> palm
of (IN) -> of
my (PRP$) -> my
hand (NN) -> hand
It (PRP) -> It
gone (VBN) -> go
Listen (NNP) -> Listen
sir (VBP) -> sir
if (IN) -> if
you (PRP) -> you
stop (VBP) -> stop
smashing (VBG) -> smash
cars (NNS) -> car
we (PRP) -> we
can (MD) -> can
work (VB) -> work
together (RB) -> together
and (CC) -> and
I (PRP) -> I
can (MD) -> can
help (VB) -> help
you (PRP) -> you
find (VB) -> find
your (PRP$) -> your
machine (NN) -> machine
You (PRP) -> You
want (VBP) -> want
to (TO) -> to
play (VB) -> play
games (NNS) -> game
Catch (VB) -> Catch
It (PRP) -> It
okay (IN) -> okay
You (PRP) -> You
guys (NNS) -> guy
are (VBP) -> be
good (JJ) -> good
You (PRP) -> You
safe (VBP) -> safe
Get (VB) -> Get
out (IN) -> out
You (PRP) -> You
think (VBP) -> think
your (PRP$) -> your
fancy (JJ) -> fancy
new (JJ) -> new
gon (NN) -> gon
na (TO) -> na
save (VB) -> save
you (PRP) -> you
Should (MD) -> Should
killed (VB) -> kill
your (PRP$) -> your
little (JJ) -> little
girlfriend (NN) -> girlfriend
when (WRB) -> when
I (PRP) -> I
had (VBD) -> have
the (DT) -> the
chance (NN) -> chance
What (WP) -> What
did (VBD) -> do
you (PRP) -> you
just (RB) -> just
say (VBP) -> say
Looks (NNS) -> Looks
like (IN) -> like
we (PRP) -> we
got (VBD) -> get
competition (NN) -> competition
Peter (NNP) -> Peter
Help (NNP) -> Help
Do (NNP) -> Do
worry (VB) -> worry
I (PRP) -> I
coming (VBG) -> come
Peter (NNP) -> Peter
just (RB) -> just
stay (VB) -> stay
calm (JJ) -> calm
Just (NNP) -> Just
take (VB) -> take
a (DT) -> a
deep (JJ) -> deep
breath (NN) -> breath
Are (NNP) -> Are
you (PRP) -> you
okay (IN) -> okay
No (DT) -> No
I (PRP) -> I
promise (VBP) -> promise
I (PRP) -> I
got (VBD) -> get
this (DT) -> this
all (DT) -> all
under (IN) -> under
control (NN) -> control
i (NN) -> i
Suit (NNP) -> Suit
Nanotechnology (NNP) -> Nanotechnology
Ah (NNP) -> Ah
you (PRP) -> you
outdone (VBP) -> outdo
yourself (PRP) -> yourself
Peter (NNP) -> Peter
I (PRP) -> I
underestimated (VBD) -> underestimate
you (PRP) -> you
But (CC) -> But
now (RB) -> now
you (PRP) -> you
die (VBP) -> die
You (PRP) -> You
not (RB) -> not
Peter (NNP) -> Peter
Parker (NNP) -> Parker
I (PRP) -> I
am (VBP) -> be
so (RB) -> so
confused (JJ) -> confused
right (NN) -> right
now (RB) -> now
What (WP) -> What
happening (VBG) -> happen
i (JJ) -> i
New (NNP) -> New
device (NN) -> device
i (NN) -> i
Pairing (VBG) -> Pairing
new (JJ) -> new
You (PRP) -> You
do (VBP) -> do
listen (VB) -> listen
to (TO) -> to
him (PRP) -> him
You (PRP) -> You
listen (VBP) -> listen
to (TO) -> to
me (PRP) -> me
Hey (NNP) -> Hey
Whoa (NNP) -> Whoa
Hey (NNP) -> Hey
Hey (NNP) -> Hey
Listen (NNP) -> Listen
to (TO) -> to
me (PRP) -> me
No (NNP) -> No
not (RB) -> not
him (PRP) -> him
Me (NNP) -> Me
you (PRP) -> you
okay (VBP) -> okay
Come (VB) -> Come
on (IN) -> on
you (PRP) -> you
can (MD) -> can
still (RB) -> still
make (VB) -> make
your (PRP$) -> your
flight (NN) -> flight
Peter (NNP) -> Peter
You (PRP) -> You
a (DT) -> a
hero (NN) -> hero
No (NNP) -> No
Well (NNP) -> Well
I (PRP) -> I
No (VBP) -> No
I (PRP) -> I
I (PRP) -> I
gon (VBP) -> gon
na (TO) -> na
talk (VB) -> talk
to (TO) -> to
Admissions (NNS) -> Admissions
about (IN) -> about
your (PRP$) -> your
friends (NNS) -> friend
And (CC) -> And
I (PRP) -> I
gon (VBP) -> gon
na (TO) -> na
talk (VB) -> talk
to (TO) -> to
them (PRP) -> them
about (IN) -> about
you (PRP) -> you
But (CC) -> But
this (DT) -> this
is (VBZ) -> be
about (IN) -> about
me (PRP) -> me
I (PRP) -> I
am (VBP) -> be
going (VBG) -> go
to (TO) -> to
talk (VB) -> talk
to (TO) -> to
them (PRP) -> them
about (IN) -> about
your (PRP$) -> your
friends (NNS) -> friend
and (CC) -> and
you (PRP) -> you
Okay (VBP) -> Okay
Really (RB) -> Really
And (CC) -> And
if (IN) -> if
you (PRP) -> you
keep (VBP) -> keep
your (PRP$) -> your
noses (NNS) -> nose
clean (VBP) -> clean
maybe (RB) -> maybe
you (PRP) -> you
have (VBP) -> have
a (DT) -> a
fair (JJ) -> fair
shot (NN) -> shot
Here (RB) -> Here
Get (NNP) -> Get
out (IN) -> out
of (IN) -> of
the (DT) -> the
way (NN) -> way
Let (VB) -> Let
me (PRP) -> me
get (VB) -> get
that (DT) -> that
man (NN) -> man
Hey (NNP) -> Hey
You (PRP) -> You
I (PRP) -> I
see (VBP) -> see
you (PRP) -> you
Come (VB) -> Come
here (RB) -> here
That (DT) -> That
was (VBD) -> be
not (RB) -> not
okay (JJ) -> okay
Unbelievable (NNP) -> Unbelievable
Who (WP) -> Who
are (VBP) -> be
Hey (NNP) -> Hey
Hey (NNP) -> Hey
hey (VBD) -> hey
hey (PRP$) -> hey
Until (IN) -> Until
you (PRP) -> you
stop (VBP) -> stop
trying (VBG) -> try
to (TO) -> to
kill (VB) -> kill
me (PRP) -> me
I (PRP) -> I
in (IN) -> in
control (NN) -> control
buddy (NN) -> buddy
of (IN) -> of
this (DT) -> this
whole (JJ) -> whole
tentacle (NN) -> tentacle
situation (NN) -> situation
you (PRP) -> you
got (VBD) -> get
going (VBG) -> go
on (IN) -> on
here (RB) -> here
okay (VBN) -> okay
Now (RB) -> Now
who (WP) -> who
are (VBP) -> be
you (PRP) -> you
What (WP) -> What
is (VBZ) -> be
going (VBG) -> go
No (NNP) -> No
Osborn (NNP) -> Osborn
Doctor (NNP) -> Doctor
Be (NNP) -> Be
careful (JJ) -> careful
what (WP) -> what
you (PRP) -> you
wish (VBP) -> wish
for (IN) -> for
Parker (NNP) -> Parker
Let (NNP) -> Let
me (PRP) -> me
out (IN) -> out
of (IN) -> of
here (RB) -> here
Can (NNP) -> Can
you (PRP) -> you
please (VBP) -> please
explain (VB) -> explain
to (TO) -> to
me (PRP) -> me
what (WP) -> what
is (VBZ) -> be
going (VBG) -> go
on (IN) -> on
That (DT) -> That
little (JJ) -> little
spell (NN) -> spell
that (IN) -> that
you (PRP) -> you
botched (VBD) -> botch
where (WRB) -> where
you (PRP) -> you
wanted (VBD) -> want
everyone (NN) -> everyone
to (TO) -> to
forget (VB) -> forget
that (IN) -> that
Peter (NNP) -> Peter
it (PRP) -> it
started (VBD) -> start
pulling (VBG) -> pull
in (IN) -> in
everyone (NN) -> everyone
who (WP) -> who
knows (VBZ) -> know
Peter (NNP) -> Peter
Parker (NNP) -> Parker
from (IN) -> from
every (DT) -> every
universe (NN) -> universe
into (IN) -> into
this (DT) -> this
one (CD) -> one
From (NN) -> From
every (DT) -> every
universe (NN) -> universe
Who (WP) -> Who
are (VBP) -> be
you (PRP) -> you
And (CC) -> And
where (WRB) -> where
am (VBP) -> be
I (PRP) -> I
I (PRP) -> I
think (VBP) -> think
better (RBR) -> well
we (PRP) -> we
do (VBP) -> do
engage (VB) -> engage
with (IN) -> with
them (PRP) -> them
because (IN) -> because
frankly (RB) -> frankly
the (DT) -> the
multiverse (NN) -> multiverse
is (VBZ) -> be
a (DT) -> a
concept (NN) -> concept
about (IN) -> about
which (WDT) -> which
we (PRP) -> we
know (VBP) -> know
frighteningly (RB) -> frighteningly
little (JJ) -> little
The (DT) -> The
multiverse (NN) -> multiverse
is (VBZ) -> be
real (JJ) -> real
This (DT) -> This
should (MD) -> should
even (RB) -> even
be (VB) -> be
possible (JJ) -> possible
I (PRP) -> I
thought (VBD) -> think
you (PRP) -> you
stopped (VBD) -> stop
the (DT) -> the
spell (NN) -> spell
No (NNP) -> No
I (PRP) -> I
contained (VBD) -> contain
it (PRP) -> it
It (PRP) -> It
would (MD) -> would
appear (VB) -> appear
a (DT) -> a
few (JJ) -> few
of (IN) -> of
them (PRP) -> them
squeaked (VBD) -> squeak
through (IN) -> through
After (IN) -> After
you (PRP) -> you
left (VBD) -> leave
I (PRP) -> I
detected (VBD) -> detect
an (DT) -> an
otherworldly (JJ) -> otherworldly
presence (NN) -> presence
I (PRP) -> I
pursued (VBD) -> pursue
it (PRP) -> it
into (IN) -> into
the (DT) -> the
sewers (NNS) -> sewer
where (WRB) -> where
I (PRP) -> I
found (VBD) -> find
that (IN) -> that
slimy (NN) -> slimy
green (JJ) -> green
son (NN) -> son
of (IN) -> of
a (DT) -> a
gun (NN) -> gun
Spell (NNP) -> Spell
As (IN) -> As
in (IN) -> in
magic (NN) -> magic
What (WP) -> What
is (VBZ) -> be
this (DT) -> this
a (DT) -> a
birthday (JJ) -> birthday
party (NN) -> party
Who (WP) -> Who
is (VBZ) -> be
this (DT) -> this
clown (JJ) -> clown
What (WP) -> What
is (VBZ) -> be
this (DT) -> this
madness (JJ) -> madness
Watch (NNP) -> Watch
this (DT) -> this
Do (NNP) -> Do
you (PRP) -> you
know (VB) -> know
a (DT) -> a
Peter (NNP) -> Peter
Parker (NNP) -> Parker
who (WP) -> who
Yes (NNP) -> Yes
Is (VBZ) -> Is
that (IN) -> that
him (PRP) -> him
No (DT) -> No
See (NNP) -> See
Okay (NNP) -> Okay
here (RB) -> here
what (WP) -> what
we (PRP) -> we
got (VBD) -> get
ta (JJ) -> ta
do (VB) -> do
I (PRP) -> I
do (VB) -> do
know (VB) -> know
how (WRB) -> how
many (JJ) -> many
visitors (NNS) -> visitor
we (PRP) -> we
got (VBD) -> get
I (PRP) -> I
saw (VBD) -> saw
another (DT) -> another
one (NN) -> one
on (IN) -> on
the (DT) -> the
bridge (NN) -> bridge
He (PRP) -> He
was (VBD) -> be
like (IN) -> like
a (DT) -> a
flying (VBG) -> fly
green (JJ) -> green
elf (NN) -> elf
He (PRP) -> He
sounds (VBZ) -> sound
jolly (RB) -> jolly
Start (NNP) -> Start
with (IN) -> with
him (PRP) -> him
I (PRP) -> I
need (VBP) -> need
you (PRP) -> you
to (TO) -> to
capture (VB) -> capture
them (PRP) -> them
bring (VB) -> bring
them (PRP) -> them
here (RB) -> here
while (IN) -> while
I (PRP) -> I
figure (VBP) -> figure
out (RP) -> out
how (WRB) -> how
to (TO) -> to
get (VB) -> get
them (PRP) -> them
back (RP) -> back
before (IN) -> before
they (PRP) -> they
destroy (VBP) -> destroy
the (DT) -> the
fabric (NN) -> fabric
of (IN) -> of
reality (NN) -> reality
or (CC) -> or
worse (JJR) -> bad
Wong (NNP) -> Wong
finds (VBZ) -> find
out (RP) -> out
Uh (NNP) -> Uh
Doctor (NNP) -> Doctor
Strange (NNP) -> Strange
What (WP) -> What
My (NNP) -> My
friends (VBZ) -> friends
and (CC) -> and
I (PRP) -> I
just (RB) -> just
got (VBD) -> get
a (DT) -> a
second (JJ) -> second
chance (NN) -> chance
to (TO) -> to
get (VB) -> get
into (IN) -> into
MIT (NNP) -> MIT
and (CC) -> and
if (IN) -> if
the (DT) -> the
school (NN) -> school
sees (VBZ) -> see
me (PRP) -> me
fighting (VBG) -> fight
these (DT) -> these
crazy (JJ) -> crazy
monsters (NNS) -> monster
Hey (NNP) -> Hey
watch (VBP) -> watch
your (PRP$) -> your
mouth (NN) -> mouth
I (PRP) -> I
sorry (VBP) -> sorry
but (CC) -> but
Are (VBP) -> Are
you (PRP) -> you
seriously (RB) -> seriously
still (RB) -> still
talking (VBG) -> talk
about (IN) -> about
college (NN) -> college
Hey (NNP) -> Hey
what (WP) -> what
did (VBD) -> do
you (PRP) -> you
just (RB) -> just
do (VBP) -> do
This (DT) -> This
Hey (NNP) -> Hey
you (PRP) -> you
ca (MD) -> ca
just (RB) -> just
How (VB) -> How
did (VBD) -> do
you (PRP) -> you
do (VB) -> do
that (DT) -> that
Lots (NNP) -> Lots
of (IN) -> of
birthday (JJ) -> birthday
parties (NNS) -> party
Hey (NNP) -> Hey
Whoa (NNP) -> Whoa
One (NNP) -> One
shot (NN) -> shot
send (VB) -> send
them (PRP) -> them
here (RB) -> here
move (VBP) -> move
on (IN) -> on
You (PRP) -> You
welcome (VBP) -> welcome
Get (VB) -> Get
to (TO) -> to
work (VB) -> work
Sir (NNP) -> Sir
Now (RB) -> Now
what (WP) -> what
I (PRP) -> I
know (VBP) -> know
this (DT) -> this
is (VBZ) -> be
my (PRP$) -> my
mess (NN) -> mess
and (CC) -> and
I (PRP) -> I
swear (VBP) -> swear
to (TO) -> to
you (PRP) -> you
I (PRP) -> I
fix (VBP) -> fix
it (PRP) -> it
but (CC) -> but
I (PRP) -> I
gon (VBP) -> gon
na (TO) -> na
need (VB) -> need
help (NN) -> help
Whoa (NNP) -> Whoa
I (PRP) -> I
ca (MD) -> ca
believe (VB) -> believe
I (PRP) -> I
in (IN) -> in
the (DT) -> the
Sanctum (NNP) -> Sanctum
Sanctorum (NNP) -> Sanctorum
Neither (NNP) -> Neither
can (MD) -> can
I (PRP) -> I
So (VB) -> So
how (WRB) -> how
did (VBD) -> do
you (PRP) -> you
know (VB) -> know
you (PRP) -> you
were (VBD) -> be
a (DT) -> a
man (NN) -> man
of (IN) -> of
magic (NN) -> magic
Because (IN) -> Because
my (PRP$) -> my
nana (NN) -> nana
says (VBZ) -> say
that (IN) -> that
we (PRP) -> we
have (VBP) -> have
it (PRP) -> it
in (IN) -> in
our (PRP$) -> our
family (NN) -> family
and (CC) -> and
I (PRP) -> I
get (VBP) -> get
these (DT) -> these
tinglings (NNS) -> tingling
in (IN) -> in
my (PRP$) -> my
hands (NNS) -> hand
Talk (VBP) -> Talk
to (TO) -> to
your (PRP$) -> your
physician (JJ) -> physician
Peter (NNP) -> Peter
Hey (NNP) -> Hey
Hey (NNP) -> Hey
Hey (NNP) -> Hey
Hey (NNP) -> Hey
Hey (NNP) -> Hey
Sorry (NNP) -> Sorry
for (IN) -> for
dragging (VBG) -> drag
you (PRP) -> you
into (IN) -> into
this (DT) -> this
Help (NNP) -> Help
me (PRP) -> me
find (VB) -> find
these (DT) -> these
guys (NNS) -> guy
You (PRP) -> You
do (VBP) -> do
have (VB) -> have
to (TO) -> to
apologize (VB) -> apologize
You (PRP) -> You
got (VBD) -> get
us (PRP) -> us
a (DT) -> a
second (JJ) -> second
shot (NN) -> shot
at (IN) -> at
MIT (NNP) -> MIT
It (PRP) -> It
fine (VBZ) -> fine
So (RB) -> So
how (WRB) -> how
did (VBD) -> do
the (DT) -> the
bad (JJ) -> bad
guys (NNS) -> guy
get (VBP) -> get
here (RB) -> here
We (PRP) -> We
screwed (VBD) -> screw
up (RP) -> up
a (DT) -> a
spell (NN) -> spell
trying (VBG) -> try
to (TO) -> to
get (VB) -> get
you (PRP) -> you
into (IN) -> into
college (NN) -> college
Wait (NNP) -> Wait
What (WP) -> What
You (PRP) -> You
did (VBD) -> do
it (PRP) -> it
with (IN) -> with
magic (NN) -> magic
I (PRP) -> I
thought (VBD) -> think
it (PRP) -> it
was (VBD) -> be
the (DT) -> the
MIT (NNP) -> MIT
lady (NN) -> lady
you (PRP) -> you
saved (VBD) -> save
No (DT) -> No
that (WDT) -> that
was (VBD) -> be
after (IN) -> after
Let (NNP) -> Let
just (RB) -> just
focus (VB) -> focus
on (IN) -> on
the (DT) -> the
good (JJ) -> good
news (NN) -> news
okay (IN) -> okay
No (NNP) -> No
let (NN) -> let
just (RB) -> just
focus (VB) -> focus
on (IN) -> on
the (DT) -> the
bad (JJ) -> bad
news (NN) -> news
As (IN) -> As
of (IN) -> of
now (RB) -> now
you (PRP) -> you
have (VBP) -> have
detected (VBN) -> detect
zero (CD) -> zero
multiversal (NN) -> multiversal
trespassers (NNS) -> trespasser
so (RB) -> so
get (VB) -> get
on (IN) -> on
your (PRP$) -> your
phones (NNS) -> phone
scour (VBP) -> scour
the (DT) -> the
Internet (NNP) -> Internet
and (CC) -> and
this (DT) -> this
shit (NN) -> shit
You (PRP) -> You
telling (VBG) -> tell
us (PRP) -> us
what (WP) -> what
to (TO) -> to
do (VB) -> do
even (RB) -> even
though (IN) -> though
it (PRP) -> it
was (VBD) -> be
your (PRP$) -> your
spell (NN) -> spell
that (IN) -> that
got (VBD) -> get
screwed (VBN) -> screw
